StudentID,SchoolCode,SchoolName,PaymentDate,AmountReceived,PaymentMethod,LatePayment,CreditCardNumber,TransactionNo,BankName,PaymentType,Weekday,CheckNumber
510,GP,Gabriel Pereira,2019-02-19,1227,Credit Card,No,5461033993788614,05786170,Novobanco,cre,Tuesday,
511,GP,Gabriel Pereira,2022-02-18,1139,Credit Card,No,9138249671832582,38687007,Banco Cruzeiro do Sul,cre,Friday,
512,GP,Gabriel Pereira,2022-03-30,1071,Credit Card,Yes,7494653984028914,16128463,Banco Palmas,cre,Wednesday,
513,GP,Gabriel Pereira,2023-07-16,1598,Cash,No,,74355379,,cas,Sunday,
514,GP,Gabriel Pereira,2020-06-03,916,Check,No,,09700268,Banco Atlantico Europa,che,Wednesday,7435
515,GP,Gabriel Pereira,2021-08-07,983,Check,No,,80715695,Novobanco,che,Saturday,3903
516,GP,Gabriel Pereira,2023-04-15,908,Credit Card,No,3703045319433750,47930361,Banco Cruzeiro do Sul,cre,Saturday,
517,GP,Gabriel Pereira,2021-10-09,1412,Cash,No,,39992192,,cas,Saturday,
518,GP,Gabriel Pereira,2022-10-06,966,Credit Card,No,9384308948706056,64187758,Millennium BCP,cre,Thursday,
519,GP,Gabriel Pereira,2023-07-16,1129,Credit Card,No,6875063519036133,25411076,Millennium BCP,cre,Sunday,
520,GP,Gabriel Pereira,2021-11-26,1541,Cash,No,,31735058,,cas,Friday,
521,GP,Gabriel Pereira,2023-01-13,1142,Credit Card,No,9717911006512070,49611080,Banco Cruzeiro do Sul,cre,Friday,
522,GP,Gabriel Pereira,2023-05-07,1290,Cash,Yes,,63990767,,cas,Sunday,
523,GP,Gabriel Pereira,2023-01-15,1338,Check,No,,50785931,Caixa Geral de Depósitos,che,Sunday,1201
524,GP,Gabriel Pereira,2021-12-01,969,Check,No,,39284567,Banco Atlantico Europa,che,Wednesday,4046
525,GP,Gabriel Pereira,2019-12-11,1040,Credit Card,Yes,4968549822749545,08920388,Millennium BCP,cre,Wednesday,
526,GP,Gabriel Pereira,2020-12-12,1252,Credit Card,No,3153779599594652,17073033,Banco Atlantico Europa,cre,Saturday,
527,GP,Gabriel Pereira,2022-01-29,1118,Credit Card,No,5636205015081247,39500334,Chase,cre,Saturday,
528,GP,Gabriel Pereira,2019-10-23,1168,Check,No,,83230241,Millennium BCP,che,Wednesday,3248
529,GP,Gabriel Pereira,2020-09-15,1570,Credit Card,No,3473552896112233,86559630,Banco Do Brasil,cre,Tuesday,
530,GP,Gabriel Pereira,2023-05-16,1448,Cash,No,,53042897,,cas,Tuesday,
531,GP,Gabriel Pereira,2019-10-03,983,Cash,No,,91286857,,cas,Thursday,
532,GP,Gabriel Pereira,2021-06-28,1375,Credit Card,No,5877749690333736,34669254,Caixa Geral de Depósitos,cre,Monday,
533,GP,Gabriel Pereira,2019-05-03,986,Cash,No,,53907895,,cas,Friday,
534,GP,Gabriel Pereira,2020-12-20,1361,Cash,No,,57546027,,cas,Sunday,
535,GP,Gabriel Pereira,2019-11-22,1171,Check,Yes,,14888143,Caixa Geral de Depósitos,che,Friday,2942
536,GP,Gabriel Pereira,2018-12-25,1268,Credit Card,No,5354443928404456,69078263,Banco Do Brasil,cre,Tuesday,
537,GP,Gabriel Pereira,2022-08-21,1114,Cash,No,,98775153,,cas,Sunday,
538,GP,Gabriel Pereira,2020-12-26,1327,Credit Card,No,8052924075536668,45909022,Banco Palmas,cre,Saturday,
539,GP,Gabriel Pereira,2021-10-07,1544,Check,No,,96636186,Banco Do Brasil,che,Thursday,8778
540,GP,Gabriel Pereira,2019-03-11,1236,Check,No,,41218209,Banco Atlantico Europa,che,Monday,1439
541,GP,Gabriel Pereira,2019-08-18,1103,Credit Card,No,6433481705802566,21286716,Banco Do Brasil,cre,Sunday,
542,GP,Gabriel Pereira,2019-04-24,1110,Cash,No,,72994938,,cas,Wednesday,
543,GP,Gabriel Pereira,2022-08-07,1369,Cash,No,,27169385,,cas,Sunday,
544,GP,Gabriel Pereira,2023-09-08,1482,Cash,No,,90147546,,cas,Friday,
545,GP,Gabriel Pereira,2022-01-07,1079,Cash,No,,96762916,,cas,Friday,
546,GP,Gabriel Pereira,2022-07-01,944,Credit Card,No,2484137681511856,72438070,Caixa Geral de Depósitos,cre,Friday,
547,GP,Gabriel Pereira,2022-03-01,1591,Check,No,,56360041,Chase,che,Tuesday,6359
548,GP,Gabriel Pereira,2022-05-04,1375,Cash,No,,18372742,,cas,Wednesday,
549,GP,Gabriel Pereira,2019-07-16,918,Check,No,,41862104,Chase,che,Tuesday,8219
550,GP,Gabriel Pereira,2020-08-03,1082,Credit Card,No,8370816470900633,53310600,Banco Palmas,cre,Monday,
551,GP,Gabriel Pereira,2023-03-08,1096,Check,No,,31220681,Banco Palmas,che,Wednesday,6286
552,GP,Gabriel Pereira,2021-09-25,1541,Credit Card,No,8661331552065063,73149501,Banco Do Brasil,cre,Saturday,
553,GP,Gabriel Pereira,2020-11-19,1208,Check,No,,18924195,Novobanco,che,Thursday,3177
554,GP,Gabriel Pereira,2020-06-11,1079,Check,No,,57150997,Novobanco,che,Thursday,9372
555,GP,Gabriel Pereira,2022-03-04,1138,Check,No,,03091436,Banco Do Brasil,che,Friday,2300
556,GP,Gabriel Pereira,2018-12-01,1040,Cash,No,,32630397,,cas,Saturday,
557,GP,Gabriel Pereira,2022-09-22,1236,Credit Card,No,0864035533803396,85270171,Banco Do Brasil,cre,Thursday,
558,GP,Gabriel Pereira,2018-11-15,1549,Credit Card,No,2129833816742336,29344973,Banco Cruzeiro do Sul,cre,Thursday,
559,GP,Gabriel Pereira,2023-06-02,1392,Credit Card,No,5662776896270661,49828246,Banco Atlantico Europa,cre,Friday,
560,GP,Gabriel Pereira,2020-04-18,1364,Cash,No,,97152732,,cas,Saturday,
561,GP,Gabriel Pereira,2023-09-20,1094,Credit Card,Yes,8576665674916016,92364587,Banco Palmas,cre,Wednesday,
562,GP,Gabriel Pereira,2022-06-27,959,Check,No,,63370502,Banco Cruzeiro do Sul,che,Monday,8462
563,GP,Gabriel Pereira,2023-11-16,1597,Credit Card,No,9920116691836264,48869461,Caixa Geral de Depósitos,cre,Thursday,
564,GP,Gabriel Pereira,2022-02-23,1486,Cash,No,,43640270,,cas,Wednesday,
565,GP,Gabriel Pereira,2019-02-15,971,Check,No,,64622522,Banco Do Brasil,che,Friday,8970
566,GP,Gabriel Pereira,2019-08-08,1414,Credit Card,No,3230234679121416,14150937,Banco Atlantico Europa,cre,Thursday,
567,GP,Gabriel Pereira,2022-05-09,1003,Credit Card,Yes,0901380698477596,55553566,Millennium BCP,cre,Monday,
568,GP,Gabriel Pereira,2020-07-30,1238,Credit Card,Yes,6209184357978630,50505739,Banco Atlantico Europa,cre,Thursday,
569,GP,Gabriel Pereira,2020-10-28,1527,Credit Card,No,7164932898027148,72717833,Banco Do Brasil,cre,Wednesday,
570,GP,Gabriel Pereira,2019-07-16,1575,Check,Yes,,60256434,Banco Atlantico Europa,che,Tuesday,3016
571,GP,Gabriel Pereira,2022-04-24,1039,Check,No,,71539915,Novobanco,che,Sunday,7252
572,GP,Gabriel Pereira,2022-04-01,1557,Check,No,,63341411,Caixa Geral de Depósitos,che,Friday,6574
573,GP,Gabriel Pereira,2022-09-25,1506,Credit Card,No,1952569040983665,52899316,Millennium BCP,cre,Sunday,
574,GP,Gabriel Pereira,2021-08-07,1371,Cash,No,,43772942,,cas,Saturday,
575,GP,Gabriel Pereira,2022-10-08,1581,Check,Yes,,54814973,Banco Atlantico Europa,che,Saturday,5775
576,GP,Gabriel Pereira,2022-07-13,1285,Credit Card,No,5233027642086567,56618443,Novobanco,cre,Wednesday,
577,GP,Gabriel Pereira,2019-02-16,1034,Cash,No,,90472927,,cas,Saturday,
578,GP,Gabriel Pereira,2022-06-26,1394,Cash,No,,33305912,,cas,Sunday,
579,GP,Gabriel Pereira,2020-09-10,1337,Check,No,,01572018,Banco Palmas,che,Thursday,8107
580,GP,Gabriel Pereira,2019-06-01,1542,Check,No,,01367492,Novobanco,che,Saturday,2468
581,GP,Gabriel Pereira,2022-12-10,1374,Check,No,,75011117,Banco Do Brasil,che,Saturday,1377
582,GP,Gabriel Pereira,2021-11-14,1486,Check,No,,19267649,Chase,che,Sunday,2629
583,GP,Gabriel Pereira,2020-05-28,965,Check,No,,82606888,Banco Atlantico Europa,che,Thursday,2047
584,GP,Gabriel Pereira,2021-06-28,1498,Check,No,,13129208,Banco Atlantico Europa,che,Monday,6149
585,GP,Gabriel Pereira,2019-04-09,940,Credit Card,No,2184011845826034,08487297,Banco Palmas,cre,Tuesday,
586,GP,Gabriel Pereira,2021-07-06,1260,Check,No,,31030324,Banco Do Brasil,che,Tuesday,3198
587,GP,Gabriel Pereira,2021-12-16,1465,Credit Card,No,4296184462671462,83143598,Chase,cre,Thursday,
588,GP,Gabriel Pereira,2020-12-07,1057,Cash,No,,66093141,,cas,Monday,
589,GP,Gabriel Pereira,2021-07-24,1012,Check,No,,15155423,Banco Cruzeiro do Sul,che,Saturday,1161
590,GP,Gabriel Pereira,2019-02-17,1286,Credit Card,No,1128497185948491,02562588,Novobanco,cre,Sunday,
591,GP,Gabriel Pereira,2021-04-03,1506,Credit Card,No,8222694053967275,78446834,Caixa Geral de Depósitos,cre,Saturday,
592,GP,Gabriel Pereira,2023-11-23,1212,Cash,No,,11131290,,cas,Thursday,
593,GP,Gabriel Pereira,2019-01-21,1192,Check,No,,06827788,Caixa Geral de Depósitos,che,Monday,7643
594,GP,Gabriel Pereira,2018-08-29,1531,Credit Card,No,0685389097283215,28506762,Banco Palmas,cre,Wednesday,
595,GP,Gabriel Pereira,2019-03-20,1246,Check,No,,81447443,Millennium BCP,che,Wednesday,7449
596,GP,Gabriel Pereira,2019-10-20,1212,Check,No,,07970509,Banco Atlantico Europa,che,Sunday,6382
597,GP,Gabriel Pereira,2020-04-03,1262,Credit Card,Yes,2650167318826170,24376545,Novobanco,cre,Friday,
598,GP,Gabriel Pereira,2023-08-02,1086,Check,No,,17722560,Banco Palmas,che,Wednesday,4251
599,GP,Gabriel Pereira,2019-03-15,1094,Cash,Yes,,66502374,,cas,Friday,
600,GP,Gabriel Pereira,2019-04-01,1331,Cash,No,,25686211,,cas,Monday,
601,GP,Gabriel Pereira,2023-01-10,921,Credit Card,No,8030569067447163,92823414,Banco Do Brasil,cre,Tuesday,
602,GP,Gabriel Pereira,2022-04-26,1339,Credit Card,No,1892392312604326,09310668,Banco Cruzeiro do Sul,cre,Tuesday,
603,GP,Gabriel Pereira,2022-07-04,1548,Credit Card,No,6708604145456350,20005347,Banco Cruzeiro do Sul,cre,Monday,
604,GP,Gabriel Pereira,2023-09-04,1521,Credit Card,No,4755411082555989,53439611,Chase,cre,Monday,
605,GP,Gabriel Pereira,2022-02-10,1516,Credit Card,Yes,3371189547382023,68485571,Novobanco,cre,Thursday,
606,GP,Gabriel Pereira,2018-12-17,1394,Cash,No,,80294240,,cas,Monday,
607,GP,Gabriel Pereira,2023-12-10,1479,Credit Card,No,3678812786866943,20293908,Banco Atlantico Europa,cre,Sunday,
608,GP,Gabriel Pereira,2021-05-28,1437,Cash,No,,34481230,,cas,Friday,
609,GP,Gabriel Pereira,2021-07-28,1143,Cash,Yes,,24240338,,cas,Wednesday,
610,GP,Gabriel Pereira,2019-03-26,901,Check,No,,95518426,Banco Cruzeiro do Sul,che,Tuesday,6318
611,GP,Gabriel Pereira,2018-11-26,1540,Credit Card,No,3424089164983735,43962736,Banco Palmas,cre,Monday,
612,GP,Gabriel Pereira,2019-05-31,1390,Credit Card,No,7223972404226931,21637618,Chase,cre,Friday,
613,GP,Gabriel Pereira,2022-08-28,912,Check,Yes,,60100231,Banco Cruzeiro do Sul,che,Sunday,3336
614,GP,Gabriel Pereira,2023-11-05,1542,Check,Yes,,01851327,Banco Atlantico Europa,che,Sunday,3672
615,GP,Gabriel Pereira,2020-04-21,1239,Cash,No,,08481001,,cas,Tuesday,
616,GP,Gabriel Pereira,2021-08-20,1203,Credit Card,No,6203036625436172,13145195,Caixa Geral de Depósitos,cre,Friday,
617,GP,Gabriel Pereira,2020-08-08,986,Credit Card,No,2685926249451475,41022526,Banco Atlantico Europa,cre,Saturday,
618,GP,Gabriel Pereira,2022-08-17,1389,Credit Card,No,6421522655767695,23668788,Banco Atlantico Europa,cre,Wednesday,
619,GP,Gabriel Pereira,2021-07-26,1449,Credit Card,No,9689313503058721,05524728,Novobanco,cre,Monday,
620,GP,Gabriel Pereira,2019-12-10,1115,Credit Card,Yes,2126065019179202,52131096,Chase,cre,Tuesday,
621,GP,Gabriel Pereira,2022-11-15,1086,Cash,No,,84765704,,cas,Tuesday,
622,GP,Gabriel Pereira,2019-03-16,1059,Credit Card,No,0928206678498436,24186236,Millennium BCP,cre,Saturday,
623,GP,Gabriel Pereira,2019-10-23,1301,Credit Card,No,8917756620563411,15950342,Caixa Geral de Depósitos,cre,Wednesday,
624,GP,Gabriel Pereira,2018-12-12,1116,Check,Yes,,43830341,Millennium BCP,che,Wednesday,8926
625,GP,Gabriel Pereira,2018-11-02,949,Cash,Yes,,40546835,,cas,Friday,
626,GP,Gabriel Pereira,2022-10-18,1300,Check,No,,21568182,Millennium BCP,che,Tuesday,7260
627,GP,Gabriel Pereira,2021-04-03,1500,Credit Card,No,2711332288985725,45960633,Caixa Geral de Depósitos,cre,Saturday,
628,GP,Gabriel Pereira,2023-12-15,1056,Check,No,,71024817,Caixa Geral de Depósitos,che,Friday,8451
629,GP,Gabriel Pereira,2020-05-04,1073,Cash,No,,49551127,,cas,Monday,
630,GP,Gabriel Pereira,2020-01-11,1384,Cash,No,,72197054,,cas,Saturday,
631,GP,Gabriel Pereira,2020-10-30,1318,Check,No,,27589551,Novobanco,che,Friday,9289
632,GP,Gabriel Pereira,2021-02-07,1169,Check,Yes,,03802146,Chase,che,Sunday,7541
633,GP,Gabriel Pereira,2023-05-15,974,Credit Card,No,7157787112166365,15597371,Banco Cruzeiro do Sul,cre,Monday,
634,GP,Gabriel Pereira,2021-02-16,939,Check,No,,72359096,Millennium BCP,che,Tuesday,6922
635,GP,Gabriel Pereira,2023-01-04,1340,Cash,No,,30644212,,cas,Wednesday,
636,GP,Gabriel Pereira,2018-12-20,1180,Cash,Yes,,76834201,,cas,Thursday,
637,GP,Gabriel Pereira,2023-08-07,1338,Cash,No,,42356778,,cas,Monday,
638,GP,Gabriel Pereira,2022-06-11,1064,Check,No,,96089319,Chase,che,Saturday,6304
639,GP,Gabriel Pereira,2022-04-22,1224,Credit Card,No,7275164807279103,36829635,Banco Do Brasil,cre,Friday,
640,GP,Gabriel Pereira,2023-12-03,1095,Check,No,,05504481,Banco Atlantico Europa,che,Sunday,8471
641,GP,Gabriel Pereira,2020-11-25,1320,Cash,No,,86851276,,cas,Wednesday,
642,GP,Gabriel Pereira,2020-09-03,1081,Check,No,,86646491,Caixa Geral de Depósitos,che,Thursday,2700
643,GP,Gabriel Pereira,2019-01-31,1565,Credit Card,No,6179817890463378,61371576,Novobanco,cre,Thursday,
644,GP,Gabriel Pereira,2018-08-16,1283,Credit Card,No,4446306000258955,29638639,Novobanco,cre,Thursday,
645,GP,Gabriel Pereira,2023-03-24,952,Check,No,,62658263,Caixa Geral de Depósitos,che,Friday,3069
646,GP,Gabriel Pereira,2021-05-29,1021,Check,No,,64825311,Millennium BCP,che,Saturday,8166
647,GP,Gabriel Pereira,2018-08-24,1543,Check,No,,98196027,Banco Palmas,che,Friday,4056
648,GP,Gabriel Pereira,2019-12-04,1568,Credit Card,No,8364041209117911,24421175,Banco Do Brasil,cre,Wednesday,
649,GP,Gabriel Pereira,2020-10-09,1003,Cash,No,,61713665,,cas,Friday,
650,GP,Gabriel Pereira,2022-02-18,1361,Credit Card,No,0299015579980284,13908088,Chase,cre,Friday,
651,GP,Gabriel Pereira,2019-10-17,1273,Credit Card,No,0523124473158477,68634234,Novobanco,cre,Thursday,
652,GP,Gabriel Pereira,2019-02-27,1497,Check,No,,37676945,Caixa Geral de Depósitos,che,Wednesday,7275
653,GP,Gabriel Pereira,2020-12-27,1104,Check,No,,17208496,Banco Cruzeiro do Sul,che,Sunday,9691
654,GP,Gabriel Pereira,2020-07-22,1307,Credit Card,No,5625313552510505,37953816,Banco Cruzeiro do Sul,cre,Wednesday,
655,GP,Gabriel Pereira,2021-12-15,1117,Check,No,,84919665,Banco Palmas,che,Wednesday,4246
656,GP,Gabriel Pereira,2019-09-08,950,Cash,No,,46117295,,cas,Sunday,
657,GP,Gabriel Pereira,2021-11-23,1292,Credit Card,No,4090742608805017,16445561,Banco Palmas,cre,Tuesday,
658,GP,Gabriel Pereira,2021-05-08,1527,Credit Card,No,7715910300215632,13580040,Caixa Geral de Depósitos,cre,Saturday,
659,GP,Gabriel Pereira,2018-11-07,1211,Credit Card,No,9642297125296718,83977457,Banco Do Brasil,cre,Wednesday,
660,GP,Gabriel Pereira,2019-02-05,1170,Cash,No,,58331170,,cas,Tuesday,
661,GP,Gabriel Pereira,2019-10-10,913,Check,No,,63715398,Banco Palmas,che,Thursday,6108
662,GP,Gabriel Pereira,2022-07-22,1364,Check,No,,81235679,Banco Do Brasil,che,Friday,7556
663,GP,Gabriel Pereira,2019-08-20,970,Cash,No,,49127113,,cas,Tuesday,
664,GP,Gabriel Pereira,2018-09-03,1371,Credit Card,No,7875418156326868,50745106,Novobanco,cre,Monday,
665,GP,Gabriel Pereira,2019-09-02,1201,Credit Card,No,9489786103131009,43181439,Novobanco,cre,Monday,
666,GP,Gabriel Pereira,2020-10-11,1302,Credit Card,No,4732354940128974,32512257,Chase,cre,Sunday,
667,GP,Gabriel Pereira,2023-12-23,913,Check,No,,50241209,Banco Palmas,che,Saturday,8763
668,GP,Gabriel Pereira,2021-11-07,901,Cash,No,,71009438,,cas,Sunday,
669,GP,Gabriel Pereira,2021-05-27,1071,Credit Card,No,1457758474570545,89714802,Novobanco,cre,Thursday,
670,GP,Gabriel Pereira,2023-05-20,1125,Check,No,,57039653,Caixa Geral de Depósitos,che,Saturday,4175
671,GP,Gabriel Pereira,2023-09-29,1286,Check,No,,48782455,Novobanco,che,Friday,7836
672,GP,Gabriel Pereira,2023-11-18,1182,Cash,No,,98591679,,cas,Saturday,
673,GP,Gabriel Pereira,2023-01-10,1255,Cash,No,,07272849,,cas,Tuesday,
674,GP,Gabriel Pereira,2021-09-17,1580,Credit Card,No,4140703491074065,00425488,Chase,cre,Friday,
675,GP,Gabriel Pereira,2023-12-06,988,Check,No,,36914307,Banco Palmas,che,Wednesday,5075
676,GP,Gabriel Pereira,2023-02-18,1594,Check,No,,61449429,Novobanco,che,Saturday,6283
677,GP,Gabriel Pereira,2023-02-03,1492,Credit Card,No,3426834414978266,12875857,Banco Palmas,cre,Friday,
678,GP,Gabriel Pereira,2020-12-23,1377,Cash,No,,70806129,,cas,Wednesday,
679,GP,Gabriel Pereira,2023-09-01,1209,Credit Card,No,5298940626078701,04159149,Banco Atlantico Europa,cre,Friday,
680,GP,Gabriel Pereira,2022-06-15,1239,Credit Card,No,9803828723244079,31102918,Caixa Geral de Depósitos,cre,Wednesday,
681,GP,Gabriel Pereira,2019-12-20,1109,Credit Card,No,8760146723849791,62022328,Banco Do Brasil,cre,Friday,
682,GP,Gabriel Pereira,2021-04-02,1391,Cash,No,,19754661,,cas,Friday,
683,GP,Gabriel Pereira,2021-03-08,1326,Cash,No,,47196094,,cas,Monday,
684,GP,Gabriel Pereira,2018-10-09,1560,Check,No,,97052774,Millennium BCP,che,Tuesday,3593
685,GP,Gabriel Pereira,2020-08-02,1412,Check,No,,86812259,Banco Palmas,che,Sunday,8528
686,GP,Gabriel Pereira,2022-08-04,1043,Cash,No,,46176792,,cas,Thursday,
687,GP,Gabriel Pereira,2021-10-23,1419,Check,No,,25995996,Caixa Geral de Depósitos,che,Saturday,1736
688,GP,Gabriel Pereira,2018-09-30,1062,Credit Card,Yes,1775331266109410,17590251,Banco Atlantico Europa,cre,Sunday,
689,GP,Gabriel Pereira,2020-09-12,1036,Check,No,,33477433,Chase,che,Saturday,8111
690,GP,Gabriel Pereira,2023-02-22,1441,Credit Card,Yes,0130205698152873,39785598,Chase,cre,Wednesday,
691,GP,Gabriel Pereira,2023-01-28,968,Cash,No,,61912841,,cas,Saturday,
692,GP,Gabriel Pereira,2019-03-30,1410,Credit Card,Yes,8503446512418938,98469081,Banco Atlantico Europa,cre,Saturday,
693,GP,Gabriel Pereira,2023-11-01,1169,Check,Yes,,56435023,Banco Palmas,che,Wednesday,2021
694,GP,Gabriel Pereira,2019-11-26,1405,Credit Card,No,9905169918724010,78356743,Millennium BCP,cre,Tuesday,
695,GP,Gabriel Pereira,2023-10-21,956,Credit Card,No,3896087066266821,71955356,Millennium BCP,cre,Saturday,
696,GP,Gabriel Pereira,2019-12-01,1137,Credit Card,No,3689003010272405,59342967,Caixa Geral de Depósitos,cre,Sunday,
697,GP,Gabriel Pereira,2022-04-06,978,Credit Card,No,8375374584384588,10569741,Banco Do Brasil,cre,Wednesday,
698,GP,Gabriel Pereira,2023-09-11,1040,Check,No,,83152037,Banco Atlantico Europa,che,Monday,2871
699,GP,Gabriel Pereira,2018-09-13,1410,Credit Card,No,9641049670667033,62680408,Banco Palmas,cre,Thursday,
700,GP,Gabriel Pereira,2023-11-02,926,Check,No,,54930596,Novobanco,che,Thursday,1935
701,GP,Gabriel Pereira,2023-02-09,1011,Check,No,,48769984,Chase,che,Thursday,7247
702,GP,Gabriel Pereira,2021-03-15,1143,Credit Card,No,4413845960945449,01495427,Banco Atlantico Europa,cre,Monday,
703,GP,Gabriel Pereira,2018-09-05,1350,Credit Card,No,5783609149851724,44723229,Millennium BCP,cre,Wednesday,
704,GP,Gabriel Pereira,2019-11-20,1017,Check,Yes,,87950830,Banco Cruzeiro do Sul,che,Wednesday,5217
705,GP,Gabriel Pereira,2018-09-03,1594,Cash,No,,09351187,,cas,Monday,
706,GP,Gabriel Pereira,2019-03-20,1423,Credit Card,No,5956164205955657,49025042,Millennium BCP,cre,Wednesday,
707,GP,Gabriel Pereira,2019-03-06,1523,Credit Card,No,8895369026113989,86818097,Banco Atlantico Europa,cre,Wednesday,
708,GP,Gabriel Pereira,2020-05-11,1175,Credit Card,No,4353537513765158,81579376,Banco Do Brasil,cre,Monday,
709,GP,Gabriel Pereira,2021-10-10,1028,Check,No,,69294455,Caixa Geral de Depósitos,che,Sunday,2335
710,GP,Gabriel Pereira,2020-11-14,1331,Check,No,,97327021,Novobanco,che,Saturday,5315
711,GP,Gabriel Pereira,2022-11-15,1467,Check,No,,12060212,Novobanco,che,Tuesday,7919
712,GP,Gabriel Pereira,2020-07-26,1030,Cash,No,,34155999,,cas,Sunday,
713,GP,Gabriel Pereira,2019-03-09,946,Credit Card,No,5767647229812099,57657289,Banco Cruzeiro do Sul,cre,Saturday,
714,GP,Gabriel Pereira,2023-11-17,999,Credit Card,No,5098898645652203,68499515,Banco Cruzeiro do Sul,cre,Friday,
715,GP,Gabriel Pereira,2019-07-06,1021,Cash,No,,73244913,,cas,Saturday,
716,GP,Gabriel Pereira,2022-04-26,1185,Credit Card,Yes,8820908830705349,67827411,Banco Atlantico Europa,cre,Tuesday,
717,GP,Gabriel Pereira,2023-07-26,1342,Cash,No,,24151315,,cas,Wednesday,
718,GP,Gabriel Pereira,2019-06-17,1419,Cash,No,,81506185,,cas,Monday,
719,GP,Gabriel Pereira,2019-08-25,1471,Check,No,,00329633,Banco Cruzeiro do Sul,che,Sunday,8702
720,GP,Gabriel Pereira,2019-06-07,1396,Credit Card,No,4231830617893206,49693578,Chase,cre,Friday,
721,GP,Gabriel Pereira,2023-07-03,1207,Credit Card,No,7769587413146753,61275156,Chase,cre,Monday,
722,GP,Gabriel Pereira,2022-12-02,1395,Cash,No,,30448360,,cas,Friday,
723,GP,Gabriel Pereira,2021-09-25,1230,Cash,No,,66766404,,cas,Saturday,
724,GP,Gabriel Pereira,2021-04-21,1124,Cash,No,,04763928,,cas,Wednesday,
725,GP,Gabriel Pereira,2019-09-27,1540,Credit Card,No,9952980061558108,35832863,Banco Cruzeiro do Sul,cre,Friday,
726,GP,Gabriel Pereira,2023-01-28,1065,Cash,No,,38300081,,cas,Saturday,
727,GP,Gabriel Pereira,2021-05-24,1307,Cash,Yes,,44033041,,cas,Monday,
728,GP,Gabriel Pereira,2023-02-21,1286,Check,No,,41118600,Chase,che,Tuesday,2565
729,GP,Gabriel Pereira,2022-09-16,1502,Cash,No,,94568044,,cas,Friday,
730,GP,Gabriel Pereira,2021-02-25,1107,Credit Card,No,9764613684748836,07658173,Millennium BCP,cre,Thursday,
731,GP,Gabriel Pereira,2020-10-22,1137,Cash,No,,91452118,,cas,Thursday,
732,GP,Gabriel Pereira,2019-07-13,1112,Cash,No,,12697893,,cas,Saturday,
733,GP,Gabriel Pereira,2018-11-29,1405,Cash,No,,52059960,,cas,Thursday,
734,GP,Gabriel Pereira,2020-02-01,1114,Check,No,,87535778,Caixa Geral de Depósitos,che,Saturday,2721
735,GP,Gabriel Pereira,2020-12-19,979,Cash,No,,02812371,,cas,Saturday,
736,GP,Gabriel Pereira,2018-10-19,1334,Cash,No,,87286604,,cas,Friday,
737,GP,Gabriel Pereira,2019-03-29,1345,Cash,No,,48595922,,cas,Friday,
738,GP,Gabriel Pereira,2020-03-17,1435,Check,No,,95894773,Banco Palmas,che,Tuesday,3217
739,GP,Gabriel Pereira,2019-07-03,1436,Check,No,,05622710,Banco Cruzeiro do Sul,che,Wednesday,4074
740,GP,Gabriel Pereira,2019-09-13,996,Check,No,,10979215,Banco Do Brasil,che,Friday,6651
741,GP,Gabriel Pereira,2022-02-08,914,Credit Card,No,6945964883192134,24912896,Banco Palmas,cre,Tuesday,
742,GP,Gabriel Pereira,2021-10-22,1506,Check,No,,97320331,Chase,che,Friday,3348
743,GP,Gabriel Pereira,2019-07-04,1386,Credit Card,No,0287675481386667,54858193,Chase,cre,Thursday,
744,GP,Gabriel Pereira,2023-11-19,1548,Cash,No,,68774186,,cas,Sunday,
745,GP,Gabriel Pereira,2022-03-28,1256,Credit Card,Yes,5756398365203758,30945154,Millennium BCP,cre,Monday,
746,GP,Gabriel Pereira,2021-12-25,1179,Credit Card,No,7604409079772781,05092221,Novobanco,cre,Saturday,
747,GP,Gabriel Pereira,2023-04-05,1022,Credit Card,No,0518439055295806,60138241,Chase,cre,Wednesday,
748,GP,Gabriel Pereira,2021-01-25,945,Cash,No,,86204485,,cas,Monday,
749,GP,Gabriel Pereira,2019-03-30,1249,Cash,No,,19711121,,cas,Saturday,
750,GP,Gabriel Pereira,2019-08-16,1225,Check,No,,02035713,Banco Cruzeiro do Sul,che,Friday,4130
751,GP,Gabriel Pereira,2022-10-09,1035,Cash,Yes,,42429563,,cas,Sunday,
752,GP,Gabriel Pereira,2023-04-07,1092,Cash,No,,24474175,,cas,Friday,
753,GP,Gabriel Pereira,2021-10-29,1272,Cash,No,,87209628,,cas,Friday,
754,GP,Gabriel Pereira,2021-10-08,1115,Check,No,,43588418,Banco Do Brasil,che,Friday,5230
755,GP,Gabriel Pereira,2019-10-21,1378,Cash,Yes,,18272795,,cas,Monday,
756,GP,Gabriel Pereira,2020-09-01,1477,Cash,No,,05150267,,cas,Tuesday,
757,GP,Gabriel Pereira,2020-06-16,1244,Check,No,,25427820,Banco Atlantico Europa,che,Tuesday,8478
758,GP,Gabriel Pereira,2021-11-28,1489,Check,No,,67345957,Novobanco,che,Sunday,5918
759,GP,Gabriel Pereira,2018-10-22,1139,Check,No,,64969028,Chase,che,Monday,5924
760,GP,Gabriel Pereira,2023-07-21,1511,Check,No,,39225014,Chase,che,Friday,6670
761,GP,Gabriel Pereira,2021-02-25,1305,Credit Card,No,2324412336132850,72517863,Banco Atlantico Europa,cre,Thursday,
