IDAluno,NomeDaEscola,DataPagamento,ValorRecebido,MetodoPagamento,AtrasoPagamento,NumeroCartaoCredito,NumeroTransacao,NomeBanco,TipoPagamento,DiaSemana,NumeroCheque
795,Mousinho da Silveira,2021-08-04,952,Cash,No,,13717173,,cas,Wednesday,
796,Mousinho da Silveira,2019-02-21,1455,Check,No,,74909617,Millennium BCP,che,Thursday,8475
797,Mousinho da Silveira,2018-08-02,1157,Cash,No,,72587844,,cas,Thursday,
798,Mousinho da Silveira,2020-01-24,1444,Credit Card,No,8847127058772216,41758231,Millennium BCP,cre,Friday,
799,Mousinho da Silveira,2019-10-11,1214,Check,No,,87149392,Caixa Geral de Depósitos,che,Friday,3562
800,Mousinho da Silveira,2019-08-29,1305,Credit Card,No,9258796434745245,55746966,Millennium BCP,cre,Thursday,
801,Mousinho da Silveira,2022-11-09,1313,Credit Card,No,5274033445056658,83398741,Millennium BCP,cre,Wednesday,
802,Mousinho da Silveira,2019-12-11,1064,Cash,No,,97067349,,cas,Wednesday,
803,Mousinho da Silveira,2021-11-13,1284,Credit Card,No,5485741721562294,93817359,Caixa Geral de Depósitos,cre,Saturday,
804,Mousinho da Silveira,2021-09-14,1443,Cash,No,,21557325,,cas,Tuesday,
805,Mousinho da Silveira,2021-03-17,1133,Cash,No,,34490216,,cas,Wednesday,
806,Mousinho da Silveira,2020-12-23,1305,Cash,No,,80850960,,cas,Wednesday,
807,Mousinho da Silveira,2023-12-18,1416,Cash,No,,74951191,,cas,Monday,
808,Mousinho da Silveira,2021-09-17,1015,Check,No,,81979316,Caixa Geral de Depósitos,che,Friday,8630
809,Mousinho da Silveira,2021-02-10,1055,Check,No,,29578606,Caixa Geral de Depósitos,che,Wednesday,1104
810,Mousinho da Silveira,2022-01-29,1299,Credit Card,Yes,5624395873959232,34210890,Millennium BCP,cre,Saturday,
811,Mousinho da Silveira,2021-08-11,1256,Credit Card,No,5333426433502716,07360776,Millennium BCP,cre,Wednesday,
812,Mousinho da Silveira,2019-09-26,1289,Check,No,,12898123,Millennium BCP,che,Thursday,9013
813,Mousinho da Silveira,2022-09-25,1519,Cash,No,,56331857,,cas,Sunday,
814,Mousinho da Silveira,2020-01-05,1420,Credit Card,No,0066615541643167,04502329,Millennium BCP,cre,Sunday,
815,Mousinho da Silveira,2019-04-20,1431,Credit Card,No,7009345962622822,51207346,Caixa Geral de Depósitos,cre,Saturday,
816,Mousinho da Silveira,2023-09-05,1171,Check,No,,05070260,Caixa Geral de Depósitos,che,Tuesday,9604
817,Mousinho da Silveira,2019-07-14,1061,Credit Card,Yes,3161177687290477,42585917,Caixa Geral de Depósitos,cre,Sunday,
818,Mousinho da Silveira,2022-10-12,1484,Credit Card,No,8223116491334245,79889425,Caixa Geral de Depósitos,cre,Wednesday,
819,Mousinho da Silveira,2020-09-06,1577,Credit Card,No,0603202032650977,53967379,Caixa Geral de Depósitos,cre,Sunday,
820,Mousinho da Silveira,2021-08-22,1350,Credit Card,No,8552457871584156,08213711,Caixa Geral de Depósitos,cre,Sunday,
821,Mousinho da Silveira,2019-04-16,1255,Cash,No,,81826832,,cas,Tuesday,
822,Mousinho da Silveira,2023-04-17,1596,Credit Card,No,3589298808583825,21293289,Caixa Geral de Depósitos,cre,Monday,
823,Mousinho da Silveira,2023-05-24,1107,Cash,Yes,,64686775,,cas,Wednesday,
824,Mousinho da Silveira,2019-05-06,1207,Credit Card,Yes,8439910622723626,69335134,Millennium BCP,cre,Monday,
825,Mousinho da Silveira,2023-08-03,1311,Credit Card,No,9237245018481973,74189721,Caixa Geral de Depósitos,cre,Thursday,
826,Mousinho da Silveira,2023-06-28,1178,Credit Card,No,4176927438119953,76601444,Caixa Geral de Depósitos,cre,Wednesday,
827,Mousinho da Silveira,2020-12-07,1582,Cash,No,,10173973,,cas,Monday,
828,Mousinho da Silveira,2021-11-23,1344,Check,No,,78996986,Millennium BCP,che,Tuesday,2766
829,Mousinho da Silveira,2021-11-22,1558,Credit Card,No,1359966057798066,03920514,Caixa Geral de Depósitos,cre,Monday,
830,Mousinho da Silveira,2023-01-29,929,Check,No,,45553470,Caixa Geral de Depósitos,che,Sunday,8507
831,Mousinho da Silveira,2022-07-02,1550,Cash,No,,23885652,,cas,Saturday,
832,Mousinho da Silveira,2023-04-26,1411,Credit Card,No,9835411659726347,55752250,Millennium BCP,cre,Wednesday,
833,Mousinho da Silveira,2019-08-24,1495,Cash,No,,84882691,,cas,Saturday,
834,Mousinho da Silveira,2019-09-11,995,Credit Card,No,6425856261499153,70382407,Millennium BCP,cre,Wednesday,
835,Mousinho da Silveira,2023-04-03,1124,Credit Card,No,7320430977688936,28969645,Caixa Geral de Depósitos,cre,Monday,
836,Mousinho da Silveira,2020-12-31,1279,Cash,No,,35851253,,cas,Thursday,
837,Mousinho da Silveira,2023-01-16,1451,Check,No,,87851935,Millennium BCP,che,Monday,8623
838,Mousinho da Silveira,2020-02-03,1488,Credit Card,No,7796120878057215,14940976,Millennium BCP,cre,Monday,
839,Mousinho da Silveira,2020-10-20,1120,Check,No,,84539862,Caixa Geral de Depósitos,che,Tuesday,1111
840,Mousinho da Silveira,2021-12-31,954,Check,No,,91191862,Millennium BCP,che,Friday,5076
841,Mousinho da Silveira,2021-12-14,1083,Credit Card,Yes,7151169666725214,52647124,Caixa Geral de Depósitos,cre,Tuesday,
842,Mousinho da Silveira,2019-09-15,1132,Cash,No,,15718409,,cas,Sunday,
843,Mousinho da Silveira,2018-12-03,1470,Credit Card,No,1208005640995123,97283512,Caixa Geral de Depósitos,cre,Monday,
844,Mousinho da Silveira,2021-10-19,1081,Cash,No,,28270908,,cas,Tuesday,
845,Mousinho da Silveira,2023-07-25,1023,Cash,No,,15298217,,cas,Tuesday,
846,Mousinho da Silveira,2019-08-31,1517,Credit Card,No,5786718153523736,05079181,Caixa Geral de Depósitos,cre,Saturday,
847,Mousinho da Silveira,2023-09-11,1439,Check,No,,88683452,Caixa Geral de Depósitos,che,Monday,4244
848,Mousinho da Silveira,2020-03-22,1541,Cash,No,,61707158,,cas,Sunday,
849,Mousinho da Silveira,2021-04-18,1524,Cash,No,,40803149,,cas,Sunday,
850,Mousinho da Silveira,2022-10-10,1484,Check,No,,50800463,Caixa Geral de Depósitos,che,Monday,9810
851,Mousinho da Silveira,2018-11-16,1600,Cash,No,,82850317,,cas,Friday,
852,Mousinho da Silveira,2023-11-28,1090,Credit Card,No,1373990063140352,63560229,Millennium BCP,cre,Tuesday,
853,Mousinho da Silveira,2022-01-25,1584,Cash,No,,69434606,,cas,Tuesday,
854,Mousinho da Silveira,2023-03-14,1323,Cash,No,,37490607,,cas,Tuesday,
855,Mousinho da Silveira,2019-04-21,1578,Check,No,,11271285,Millennium BCP,che,Sunday,5202
856,Mousinho da Silveira,2023-12-09,1597,Check,No,,64844941,Millennium BCP,che,Saturday,7470
857,Mousinho da Silveira,2023-03-13,1106,Credit Card,No,7328077113062113,69572790,Millennium BCP,cre,Monday,
858,Mousinho da Silveira,2022-11-21,1115,Check,No,,90254257,Millennium BCP,che,Monday,1924
859,Mousinho da Silveira,2020-10-10,1289,Credit Card,No,8132357071398482,28501168,Millennium BCP,cre,Saturday,
860,Mousinho da Silveira,2022-01-18,1073,Check,No,,50213060,Millennium BCP,che,Tuesday,7349
861,Mousinho da Silveira,2022-11-22,1480,Credit Card,No,0981079649673794,57727853,Millennium BCP,cre,Tuesday,
862,Mousinho da Silveira,2020-03-10,1552,Check,No,,64250642,Millennium BCP,che,Tuesday,8535
863,Mousinho da Silveira,2020-11-18,1454,Credit Card,No,2536667776755562,83333939,Caixa Geral de Depósitos,cre,Wednesday,
864,Mousinho da Silveira,2023-08-18,1374,Check,No,,65436271,Caixa Geral de Depósitos,che,Friday,5920
865,Mousinho da Silveira,2023-08-27,1538,Cash,Yes,,35826862,,cas,Sunday,
866,Mousinho da Silveira,2023-11-14,1353,Credit Card,No,6924926932657327,59980111,Millennium BCP,cre,Tuesday,
867,Mousinho da Silveira,2018-08-18,954,Cash,No,,55323415,,cas,Saturday,
868,Mousinho da Silveira,2022-01-28,1223,Check,No,,77524418,Millennium BCP,che,Friday,3490
869,Mousinho da Silveira,2019-07-01,1325,Credit Card,No,9628874312710267,67209579,Millennium BCP,cre,Monday,
870,Mousinho da Silveira,2021-02-02,920,Cash,No,,95515122,,cas,Tuesday,
871,Mousinho da Silveira,2022-01-30,1207,Check,No,,21354159,Caixa Geral de Depósitos,che,Sunday,1261
872,Mousinho da Silveira,2022-01-25,1504,Cash,No,,54384807,,cas,Tuesday,
873,Mousinho da Silveira,2020-05-14,1070,Credit Card,No,4476504715802909,04637660,Caixa Geral de Depósitos,cre,Thursday,
874,Mousinho da Silveira,2022-06-28,1284,Cash,No,,86652548,,cas,Tuesday,
875,Mousinho da Silveira,2019-08-31,1400,Cash,No,,71581021,,cas,Saturday,
876,Mousinho da Silveira,2019-12-11,976,Credit Card,No,2931100591297519,10231211,Millennium BCP,cre,Wednesday,
877,Mousinho da Silveira,2021-01-03,1138,Credit Card,Yes,1658373792749072,80123428,Millennium BCP,cre,Sunday,
878,Mousinho da Silveira,2022-07-04,1026,Check,No,,32532694,Caixa Geral de Depósitos,che,Monday,9301
879,Mousinho da Silveira,2022-03-04,1192,Credit Card,No,5380442101750961,70159591,Caixa Geral de Depósitos,cre,Friday,
880,Mousinho da Silveira,2022-08-29,1226,Cash,No,,75747583,,cas,Monday,
881,Mousinho da Silveira,2019-11-11,1501,Credit Card,Yes,5677567772266025,62650622,Millennium BCP,cre,Monday,
882,Mousinho da Silveira,2019-10-19,997,Credit Card,No,2453076248433797,66270511,Caixa Geral de Depósitos,cre,Saturday,
883,Mousinho da Silveira,2022-07-16,1388,Check,No,,38736704,Millennium BCP,che,Saturday,6547
884,Mousinho da Silveira,2022-02-12,1218,Check,No,,91928455,Millennium BCP,che,Saturday,7054
885,Mousinho da Silveira,2021-10-01,1384,Credit Card,Yes,5633535748595325,93993379,Caixa Geral de Depósitos,cre,Friday,
886,Mousinho da Silveira,2023-07-29,919,Cash,No,,16295187,,cas,Saturday,
887,Mousinho da Silveira,2021-03-05,1517,Check,No,,76342507,Millennium BCP,che,Friday,4659
888,Mousinho da Silveira,2022-02-17,903,Cash,No,,97824575,,cas,Thursday,
889,Mousinho da Silveira,2021-12-21,1449,Credit Card,No,3991403884366044,32400615,Caixa Geral de Depósitos,cre,Tuesday,
890,Mousinho da Silveira,2022-12-06,1051,Cash,No,,82975147,,cas,Tuesday,
891,Mousinho da Silveira,2020-02-17,1102,Check,No,,42925010,Caixa Geral de Depósitos,che,Monday,8816
892,Mousinho da Silveira,2020-08-25,1045,Cash,No,,68065625,,cas,Tuesday,
893,Mousinho da Silveira,2022-01-07,935,Check,No,,99080271,Millennium BCP,che,Friday,3292
894,Mousinho da Silveira,2019-06-07,1004,Check,No,,31555165,Millennium BCP,che,Friday,9068
895,Mousinho da Silveira,2020-10-29,1458,Credit Card,No,6281372143308003,70033228,Caixa Geral de Depósitos,cre,Thursday,
896,Mousinho da Silveira,2020-05-23,1296,Check,No,,08470681,Millennium BCP,che,Saturday,4278
897,Mousinho da Silveira,2021-11-20,936,Credit Card,No,7051958263280944,85862394,Caixa Geral de Depósitos,cre,Saturday,
898,Mousinho da Silveira,2019-09-05,1234,Cash,No,,47079863,,cas,Thursday,
899,Mousinho da Silveira,2019-08-14,1015,Credit Card,No,1339439457039438,04032537,Caixa Geral de Depósitos,cre,Wednesday,
900,Mousinho da Silveira,2022-08-14,1235,Cash,No,,92778943,,cas,Sunday,
901,Mousinho da Silveira,2019-01-07,1531,Credit Card,No,0900404769210533,65146040,Millennium BCP,cre,Monday,
902,Mousinho da Silveira,2020-04-10,1045,Cash,No,,31072011,,cas,Friday,
903,Mousinho da Silveira,2022-08-24,1140,Cash,No,,98440971,,cas,Wednesday,
904,Mousinho da Silveira,2022-09-06,1056,Credit Card,Yes,6007676209014473,40433700,Caixa Geral de Depósitos,cre,Tuesday,
905,Mousinho da Silveira,2021-09-18,1400,Credit Card,No,0451957782558825,56296575,Caixa Geral de Depósitos,cre,Saturday,
906,Mousinho da Silveira,2019-05-30,1588,Cash,No,,65619425,,cas,Thursday,
907,Mousinho da Silveira,2023-10-07,1267,Check,No,,82058295,Millennium BCP,che,Saturday,3285
908,Mousinho da Silveira,2023-02-27,1110,Check,No,,61880819,Millennium BCP,che,Monday,5173
909,Mousinho da Silveira,2023-10-27,1463,Check,No,,35715586,Caixa Geral de Depósitos,che,Friday,4589
910,Mousinho da Silveira,2021-10-25,1259,Check,No,,13723081,Caixa Geral de Depósitos,che,Monday,3365
911,Mousinho da Silveira,2023-09-19,973,Check,No,,36438130,Millennium BCP,che,Tuesday,1509
912,Mousinho da Silveira,2020-03-28,1023,Credit Card,No,1147165609456534,69979907,Millennium BCP,cre,Saturday,
913,Mousinho da Silveira,2021-05-20,1227,Cash,Yes,,76816995,,cas,Thursday,
914,Mousinho da Silveira,2023-11-26,1402,Credit Card,No,7174811317653970,54873961,Millennium BCP,cre,Sunday,
915,Mousinho da Silveira,2022-06-01,1031,Check,No,,08718274,Caixa Geral de Depósitos,che,Wednesday,9776
916,Mousinho da Silveira,2022-03-31,949,Cash,No,,87274204,,cas,Thursday,
917,Mousinho da Silveira,2021-12-14,1239,Cash,No,,21377306,,cas,Tuesday,
918,Mousinho da Silveira,2022-12-06,1569,Credit Card,No,0423597371122299,07756085,Millennium BCP,cre,Tuesday,
919,Mousinho da Silveira,2020-12-05,1385,Credit Card,No,8611145768321021,92378584,Caixa Geral de Depósitos,cre,Saturday,
920,Mousinho da Silveira,2018-12-15,1572,Credit Card,No,1803324260508018,49804253,Caixa Geral de Depósitos,cre,Saturday,
921,Mousinho da Silveira,2023-01-27,1118,Credit Card,No,7731268812282178,19236534,Caixa Geral de Depósitos,cre,Friday,
922,Mousinho da Silveira,2018-12-01,1342,Credit Card,No,6035679327986239,84716906,Millennium BCP,cre,Saturday,
923,Mousinho da Silveira,2021-09-24,986,Check,No,,20546475,Caixa Geral de Depósitos,che,Friday,9770
924,Mousinho da Silveira,2021-12-22,1234,Cash,No,,78769899,,cas,Wednesday,
925,Mousinho da Silveira,2022-04-15,1487,Credit Card,No,1758891444498355,39354358,Caixa Geral de Depósitos,cre,Friday,
926,Mousinho da Silveira,2020-02-22,1170,Check,No,,39243588,Caixa Geral de Depósitos,che,Saturday,4349
927,Mousinho da Silveira,2023-01-21,1373,Check,No,,14339527,Caixa Geral de Depósitos,che,Saturday,5024
928,Mousinho da Silveira,2020-10-11,1395,Check,No,,97852491,Caixa Geral de Depósitos,che,Sunday,3038
929,Mousinho da Silveira,2020-09-10,1463,Cash,Yes,,34778948,,cas,Thursday,
930,Mousinho da Silveira,2021-10-06,1330,Credit Card,No,6791766512215001,41884216,Millennium BCP,cre,Wednesday,
931,Mousinho da Silveira,2018-10-21,1576,Check,Yes,,15944633,Millennium BCP,che,Sunday,5370
932,Mousinho da Silveira,2023-10-14,1465,Cash,No,,20895326,,cas,Saturday,
933,Mousinho da Silveira,2019-09-21,1454,Check,Yes,,21994711,Millennium BCP,che,Saturday,7658
934,Mousinho da Silveira,2019-10-27,1147,Cash,No,,23410346,,cas,Sunday,
935,Mousinho da Silveira,2021-10-31,1514,Cash,No,,31167726,,cas,Sunday,
936,Mousinho da Silveira,2023-05-09,1529,Cash,Yes,,43768550,,cas,Tuesday,
937,Mousinho da Silveira,2021-05-19,1419,Check,No,,79352196,Millennium BCP,che,Wednesday,7619
938,Mousinho da Silveira,2019-09-29,1123,Cash,No,,43436970,,cas,Sunday,
939,Mousinho da Silveira,2022-06-06,1476,Credit Card,No,1706955607676164,53454722,Millennium BCP,cre,Monday,
940,Mousinho da Silveira,2023-05-15,1499,Check,No,,83065031,Millennium BCP,che,Monday,2513
941,Mousinho da Silveira,2022-01-12,1466,Credit Card,No,8472426423642813,19092487,Caixa Geral de Depósitos,cre,Wednesday,
942,Mousinho da Silveira,2023-08-07,1071,Credit Card,Yes,3911142817852282,30524808,Millennium BCP,cre,Monday,
943,Mousinho da Silveira,2020-10-15,1038,Credit Card,Yes,2239594737213290,16204787,Caixa Geral de Depósitos,cre,Thursday,
944,Mousinho da Silveira,2021-09-01,1454,Check,No,,87859964,Caixa Geral de Depósitos,che,Wednesday,3734
945,Mousinho da Silveira,2021-05-27,1411,Credit Card,No,3195419666450573,03627924,Caixa Geral de Depósitos,cre,Thursday,
946,Mousinho da Silveira,2019-12-14,1045,Credit Card,No,7476775372603214,50576619,Caixa Geral de Depósitos,cre,Saturday,
947,Mousinho da Silveira,2020-07-27,1424,Check,No,,71553482,Millennium BCP,che,Monday,2659
948,Mousinho da Silveira,2019-05-26,1475,Cash,Yes,,83850765,,cas,Sunday,
949,Mousinho da Silveira,2023-01-22,1527,Cash,No,,54508917,,cas,Sunday,
950,Mousinho da Silveira,2022-11-01,1399,Cash,No,,08981265,,cas,Tuesday,
951,Mousinho da Silveira,2022-04-14,1350,Check,No,,42231964,Caixa Geral de Depósitos,che,Thursday,4608
952,Mousinho da Silveira,2018-10-25,945,Cash,Yes,,23693626,,cas,Thursday,
953,Mousinho da Silveira,2021-08-25,1481,Cash,No,,30120471,,cas,Wednesday,
954,Mousinho da Silveira,2019-10-23,1379,Credit Card,No,7117595749885582,98493306,Caixa Geral de Depósitos,cre,Wednesday,
955,Mousinho da Silveira,2020-02-09,1236,Check,No,,60944128,Millennium BCP,che,Sunday,4587
956,Mousinho da Silveira,2023-07-09,1154,Cash,No,,18856669,,cas,Sunday,
957,Mousinho da Silveira,2020-06-09,1206,Credit Card,No,9715066626705514,37769366,Millennium BCP,cre,Tuesday,
958,Mousinho da Silveira,2020-03-09,1149,Check,No,,52959611,Millennium BCP,che,Monday,2348
959,Mousinho da Silveira,2023-01-17,908,Credit Card,No,7120072024559102,45109109,Millennium BCP,cre,Tuesday,
960,Mousinho da Silveira,2023-03-10,1096,Credit Card,No,7149498194217942,81793406,Caixa Geral de Depósitos,cre,Friday,
961,Mousinho da Silveira,2022-04-23,1066,Check,No,,75844663,Caixa Geral de Depósitos,che,Saturday,6351
962,Mousinho da Silveira,2019-10-06,1146,Cash,No,,20109121,,cas,Sunday,
963,Mousinho da Silveira,2021-02-05,1029,Credit Card,No,4559376618943705,26351004,Caixa Geral de Depósitos,cre,Friday,
964,Mousinho da Silveira,2019-08-18,1409,Cash,No,,65725659,,cas,Sunday,
965,Mousinho da Silveira,2023-06-13,1088,Credit Card,No,2461752023897432,60055955,Millennium BCP,cre,Tuesday,
966,Mousinho da Silveira,2019-03-03,1394,Check,No,,25848689,Millennium BCP,che,Sunday,8126
967,Mousinho da Silveira,2022-11-24,940,Cash,No,,98487045,,cas,Thursday,
968,Mousinho da Silveira,2018-09-06,1317,Check,No,,17679935,Millennium BCP,che,Thursday,8360
969,Mousinho da Silveira,2020-01-25,1207,Check,No,,39464083,Millennium BCP,che,Saturday,4633
970,Mousinho da Silveira,2023-12-02,1360,Credit Card,No,6014886084907938,84136852,Millennium BCP,cre,Saturday,
971,Mousinho da Silveira,2018-08-30,1339,Credit Card,No,3701242446263251,44881121,Millennium BCP,cre,Thursday,
972,Mousinho da Silveira,2023-12-05,1145,Credit Card,No,4217518878179415,15263840,Millennium BCP,cre,Tuesday,
973,Mousinho da Silveira,2018-12-08,1066,Credit Card,No,8837505661863239,79137876,Caixa Geral de Depósitos,cre,Saturday,
974,Mousinho da Silveira,2022-03-08,1277,Credit Card,No,0730950556057121,98819277,Caixa Geral de Depósitos,cre,Tuesday,
975,Mousinho da Silveira,2019-04-03,1539,Credit Card,No,5348640104246245,61851744,Caixa Geral de Depósitos,cre,Wednesday,
976,Mousinho da Silveira,2018-09-16,926,Cash,No,,12899151,,cas,Sunday,
977,Mousinho da Silveira,2019-02-11,1170,Cash,No,,12939130,,cas,Monday,
978,Mousinho da Silveira,2020-02-18,1218,Check,No,,18984841,Caixa Geral de Depósitos,che,Tuesday,1667
979,Mousinho da Silveira,2020-04-30,1330,Credit Card,No,4021190170756814,29831522,Millennium BCP,cre,Thursday,
980,Mousinho da Silveira,2022-02-12,917,Cash,No,,22836084,,cas,Saturday,
981,Mousinho da Silveira,2021-10-25,1092,Cash,No,,06396384,,cas,Monday,
982,Mousinho da Silveira,2020-07-06,1039,Cash,No,,69443916,,cas,Monday,
983,Mousinho da Silveira,2020-01-05,1563,Check,No,,16934292,Millennium BCP,che,Sunday,5076
984,Mousinho da Silveira,2019-04-29,941,Credit Card,No,0162341903106153,72215566,Caixa Geral de Depósitos,cre,Monday,
985,Mousinho da Silveira,2021-01-25,1579,Credit Card,No,2365337746040672,00784361,Caixa Geral de Depósitos,cre,Monday,
986,Mousinho da Silveira,2019-05-16,1190,Cash,No,,07819754,,cas,Thursday,
987,Mousinho da Silveira,2022-03-12,1129,Cash,No,,47642737,,cas,Saturday,
988,Mousinho da Silveira,2023-08-28,1036,Credit Card,No,7638821458414846,01913443,Millennium BCP,cre,Monday,
989,Mousinho da Silveira,2022-02-06,1408,Check,Yes,,05869507,Millennium BCP,che,Sunday,4069
990,Mousinho da Silveira,2019-03-11,1213,Check,No,,44936999,Caixa Geral de Depósitos,che,Monday,2574
991,Mousinho da Silveira,2020-09-17,1383,Check,No,,35055738,Caixa Geral de Depósitos,che,Thursday,9079
992,Mousinho da Silveira,2019-11-10,1341,Check,Yes,,11923603,Caixa Geral de Depósitos,che,Sunday,7756
993,Mousinho da Silveira,2021-07-31,974,Credit Card,No,8723335104096149,73153911,Caixa Geral de Depósitos,cre,Saturday,
994,Mousinho da Silveira,2023-01-07,1512,Check,No,,30748207,Millennium BCP,che,Saturday,7747
995,Mousinho da Silveira,2023-07-23,1238,Credit Card,Yes,9394065578201904,32230233,Millennium BCP,cre,Sunday,
996,Mousinho da Silveira,2019-04-29,1202,Cash,Yes,,73920135,,cas,Monday,
997,Mousinho da Silveira,2022-02-05,1206,Check,No,,12760250,Millennium BCP,che,Saturday,7887
998,Mousinho da Silveira,2019-03-11,986,Credit Card,No,2616324888995729,89376297,Caixa Geral de Depósitos,cre,Monday,
999,Mousinho da Silveira,2020-05-08,1166,Check,No,,03646871,Millennium BCP,che,Friday,3077
1000,Mousinho da Silveira,2023-08-19,955,Credit Card,No,8187692082832308,98138815,Millennium BCP,cre,Saturday,
1001,Mousinho da Silveira,2020-01-14,1167,Cash,No,,20673231,,cas,Tuesday,
1002,Mousinho da Silveira,2021-06-26,1051,Check,No,,68157245,Millennium BCP,che,Saturday,1542
1003,Mousinho da Silveira,2022-11-15,911,Credit Card,No,0015291137178509,02556184,Caixa Geral de Depósitos,cre,Tuesday,
1004,Mousinho da Silveira,2020-01-17,1063,Credit Card,No,2998747812248905,67086700,Millennium BCP,cre,Friday,
1005,Mousinho da Silveira,2018-08-06,1577,Cash,No,,65515848,,cas,Monday,
1006,Mousinho da Silveira,2019-06-04,1314,Cash,No,,36248355,,cas,Tuesday,
1007,Mousinho da Silveira,2022-04-16,950,Cash,No,,29608070,,cas,Saturday,
1008,Mousinho da Silveira,2020-11-10,1112,Credit Card,No,9879509822104016,48188044,Millennium BCP,cre,Tuesday,
1009,Mousinho da Silveira,2021-08-26,1385,Cash,No,,38363816,,cas,Thursday,
1010,Mousinho da Silveira,2020-01-31,1148,Credit Card,No,2694289464203625,86314417,Millennium BCP,cre,Friday,
1011,Mousinho da Silveira,2023-03-11,1299,Cash,No,,62554026,,cas,Saturday,
1012,Mousinho da Silveira,2023-01-02,1134,Check,No,,58243017,Caixa Geral de Depósitos,che,Monday,6041
1013,Mousinho da Silveira,2020-11-20,1186,Cash,No,,88031538,,cas,Friday,
1014,Mousinho da Silveira,2022-06-29,1412,Check,No,,45279050,Caixa Geral de Depósitos,che,Wednesday,1942
1015,Mousinho da Silveira,2023-05-13,1198,Credit Card,No,3353849516321119,78718093,Millennium BCP,cre,Saturday,
1016,Mousinho da Silveira,2021-11-28,993,Check,No,,73265306,Millennium BCP,che,Sunday,2258
1017,Mousinho da Silveira,2023-12-11,985,Check,No,,75617868,Millennium BCP,che,Monday,1174
1018,Mousinho da Silveira,2023-09-10,1089,Credit Card,No,0915618298036577,44916093,Caixa Geral de Depósitos,cre,Sunday,
1019,Mousinho da Silveira,2020-08-23,1524,Cash,No,,01491189,,cas,Sunday,
1020,Mousinho da Silveira,2020-03-10,1011,Check,No,,36875092,Caixa Geral de Depósitos,che,Tuesday,4190
1021,Mousinho da Silveira,2019-07-16,1061,Credit Card,No,8213745561140428,86050537,Caixa Geral de Depósitos,cre,Tuesday,
1022,Mousinho da Silveira,2020-12-25,1345,Check,Yes,,11260030,Millennium BCP,che,Friday,6919
1023,Mousinho da Silveira,2020-10-08,1307,Check,Yes,,06271531,Millennium BCP,che,Thursday,4581
1024,Mousinho da Silveira,2020-01-03,1248,Cash,Yes,,68826917,,cas,Friday,
1025,Mousinho da Silveira,2022-02-03,1396,Cash,No,,29384401,,cas,Thursday,
1026,Mousinho da Silveira,2019-12-09,1211,Check,Yes,,87354378,Millennium BCP,che,Monday,7675
1027,Mousinho da Silveira,2018-11-03,1117,Credit Card,No,9101570908599144,92074926,Caixa Geral de Depósitos,cre,Saturday,
1028,Mousinho da Silveira,2022-11-18,1539,Check,No,,48997184,Millennium BCP,che,Friday,9769
1029,Mousinho da Silveira,2022-12-22,1274,Check,No,,93259140,Caixa Geral de Depósitos,che,Thursday,4185
1030,Mousinho da Silveira,2023-12-05,1079,Credit Card,No,3426698069087261,76072348,Millennium BCP,cre,Tuesday,
1031,Mousinho da Silveira,2021-06-30,1521,Credit Card,No,9538280405612996,50826958,Millennium BCP,cre,Wednesday,
1032,Mousinho da Silveira,2021-01-06,1576,Cash,Yes,,86965613,,cas,Wednesday,
1033,Mousinho da Silveira,2018-08-31,1475,Cash,No,,12385951,,cas,Friday,
1034,Mousinho da Silveira,2019-12-29,1096,Cash,No,,23948400,,cas,Sunday,
1035,Mousinho da Silveira,2023-04-02,1068,Cash,No,,00869661,,cas,Sunday,
1036,Mousinho da Silveira,2018-11-21,1019,Cash,No,,11395001,,cas,Wednesday,
1037,Mousinho da Silveira,2020-09-07,1440,Credit Card,No,4149150762839762,05344077,Caixa Geral de Depósitos,cre,Monday,
1038,Mousinho da Silveira,2021-12-09,1188,Cash,No,,72662925,,cas,Thursday,
1039,Mousinho da Silveira,2018-09-09,1468,Credit Card,No,7760299140688413,33731255,Millennium BCP,cre,Sunday,
1040,Mousinho da Silveira,2019-09-19,1253,Cash,No,,81703211,,cas,Thursday,
1041,Mousinho da Silveira,2021-12-17,1067,Credit Card,No,3638527789561337,18444902,Caixa Geral de Depósitos,cre,Friday,
1042,Mousinho da Silveira,2018-11-06,1044,Cash,No,,01644037,,cas,Tuesday,
1043,Mousinho da Silveira,2019-09-24,1598,Cash,No,,67812778,,cas,Tuesday,
1044,Mousinho da Silveira,2019-07-15,1091,Credit Card,Yes,2179821348629857,97363831,Millennium BCP,cre,Monday,
1045,Mousinho da Silveira,2021-08-18,1597,Cash,No,,53970798,,cas,Wednesday,
1046,Mousinho da Silveira,2022-08-12,1551,Cash,No,,17706736,,cas,Friday,
1047,Mousinho da Silveira,2021-06-27,1050,Credit Card,No,0682122355216505,87146921,Millennium BCP,cre,Sunday,
1048,Mousinho da Silveira,2018-12-27,1484,Credit Card,No,6790898436998480,22050938,Caixa Geral de Depósitos,cre,Thursday,
1049,Mousinho da Silveira,2022-08-12,1512,Check,No,,84249598,Millennium BCP,che,Friday,2376
1050,Mousinho da Silveira,2020-03-03,1255,Cash,No,,87071523,,cas,Tuesday,
1051,Mousinho da Silveira,2023-08-08,1457,Cash,No,,73820974,,cas,Tuesday,
1052,Mousinho da Silveira,2020-09-18,979,Check,Yes,,77987682,Caixa Geral de Depósitos,che,Friday,9287
